bvets vehicle performance table 0.01,,,,,,,,,,,,,,,,,,,,,,,,
#,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11
#a,2.054794521,2.317073171,2.666666667,3.06122449,3.428571429,3.909090909,4.455445545,5,5.963302752,6.842105263,7.738095238,8.783783784,9.558823529,11.01694915,12.5,13.82978723,15.11627907,17.10526316,19.11764706,21.66666667,24.07407407,27.08333333,29.54545455,29.54545455
#b,-128.7671233,-130.7317073,-136.6666667,-139.7959184,-138.5714286,-145.4545455,-146.039604,-145,-152.7522936,-155.2631579,-151.1904762,-160.8108108,-160.2941176,-148.3050847,-162.5,-157.4468085,-146.5116279,-155.2631579,-160.2941176,-145,-142.5925926,-139.5833333,-127.2727273,-97.72727273
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0909091
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0909091,138.6363636
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.1666667,138.6363636,168.1818182
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.25,168.1818182,197.7272727
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.2222222,158.3333333,197.7272727,227.2727273
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,146.2962963,185.4166667,227.2727273,256.8181818
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.6666667,170.3703704,212.5,256.8181818,286.3636364
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3529412,158.3333333,194.4444444,239.5833333,286.3636364,315.9090909
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.3157895,126.4705882,180,218.5185185,266.6666667,315.9090909,345.4545455
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.4210526,145.5882353,201.6666667,242.5925926,293.75,345.4545455,375
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.4651163,135.5263158,164.7058824,223.3333333,266.6666667,320.8333333,375,404.5454545
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.5813953,152.6315789,183.8235294,245,290.7407407,347.9166667,404.5454545,434.0909091
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.3191489,140.6976744,169.7368421,202.9411765,266.6666667,314.8148148,375,434.0909091,463.6363636
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1489362,155.8139535,186.8421053,222.0588235,288.3333333,338.8888889,402.0833333,463.6363636,493.1818182
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,132.9787234,170.9302326,203.9473684,241.1764706,310,362.962963,429.1666667,493.1818182,522.7272727
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,146.8085106,186.0465116,221.0526316,260.2941176,331.6666667,387.037037,456.25,522.7272727,552.2727273
23,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0847458,125,160.6382979,201.1627907,238.1578947,279.4117647,353.3333333,411.1111111,483.3333333,552.2727273,581.8181818
24,0,0,0,0,0,0,0,0,0,0,0,0,0,116.1016949,137.5,174.4680851,216.2790698,255.2631579,298.5294118,375,435.1851852,510.4166667,581.8181818,611.3636364
25,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1186441,150,188.2978723,231.3953488,272.3684211,317.6470588,396.6666667,459.2592593,537.5,611.3636364,640.9090909
26,0,0,0,0,0,0,0,0,0,0,0,0,0,138.1355932,162.5,202.1276596,246.5116279,289.4736842,336.7647059,418.3333333,483.3333333,564.5833333,640.9090909,670.4545455
27,0,0,0,0,0,0,0,0,0,0,0,0,0,149.1525424,175,215.9574468,261.627907,306.5789474,355.8823529,440,507.4074074,591.6666667,670.4545455,700
