BveTs Vehicle Performance Table 1.00,,,,
#,,,,
0,12405.41225,50136.49813,50136.49813,33207.76856
1,12405.41225,50136.49813,50136.49813,33207.76856
2,12405.41225,50136.49813,50136.49813,33207.76856
3,12405.41225,50136.49813,50136.49813,33207.76856
4,12405.41225,50136.49813,50136.49813,33207.76856
5,12405.41225,50136.49813,50136.49813,33207.76856
6,12405.41225,50136.49813,50136.49813,33207.76856
7,12405.41225,50136.49813,50136.49813,33207.76856
8,12405.41225,50136.49813,50136.49813,33207.76856
9,12405.41225,50136.49813,50136.49813,33207.76856
10,12405.41225,50136.49813,50136.49813,33207.76856
11,12405.41225,50136.49813,50136.49813,33207.76856
12,11998.17878,50136.49813,50136.49813,33207.76856
13,9342.97389,50136.49813,50136.49813,33207.76856
14,6988.820733,50136.49813,50136.49813,33207.76856
15,4887.836425,50136.49813,50136.49813,33207.76856
16,3001.697104,50136.49813,50136.49813,33207.76856
17,1299.381125,50136.49813,50136.49813,33207.76856
18,1299.381125,50136.49813,50136.49813,33207.76856
19,1299.381125,50136.49813,50136.49813,33207.76856
20,1299.381125,50136.49813,50136.49813,33207.76856
21,1299.381125,47415.15275,50136.49813,33207.76856
22,1299.381125,42650.70411,50136.49813,33207.76856
23,1299.381125,38587.63656,50136.49813,33207.76856
24,1299.381125,35083.16067,50136.49813,33207.76856
25,1299.381125,32030.51268,50136.49813,33207.76856
26,1299.381125,29348.32736,50136.49813,33207.76856
27,1299.381125,26973.54753,50136.49813,33207.76856
28,1299.381125,24856.57389,50136.49813,33207.76856
29,1299.381125,22957.87316,50136.49813,33207.76856
30,1299.381125,21245.55909,50136.49813,33207.76856
31,1299.381125,19693.63657,50136.49813,33207.76856
32,1299.381125,18280.70664,50136.49813,33207.76856
33,1299.381125,16988.99762,50136.49813,33207.76856
34,1299.381125,15803.63062,50136.49813,33207.76856
35,1299.381125,14712.05603,50136.49813,33207.76856
36,1299.381125,13703.61644,50136.49813,33207.76856
37,1299.381125,12769.20411,50136.49813,33207.76856
38,1299.381125,11900.99004,50136.49813,33207.76856
39,1299.381125,11092.20785,50136.49813,33207.76856
40,1299.381125,10336.97993,50136.49813,33207.76856
41,1299.381125,9630.176541,50136.49813,33207.76856
42,1299.381125,8967.300844,50136.49813,33207.76856
43,1299.381125,8344.394475,50136.49813,33207.76856
44,1299.381125,7757.959478,47415.15275,33207.76856
45,1299.381125,7204.893413,44688.53586,33207.76856
46,1299.381125,6682.435122,42194.06616,33207.76856
47,1299.381125,6188.119159,39903.66002,33207.76856
48,1299.381125,5719.737316,37793.54721,33207.76856
49,1299.381125,5275.305999,35843.47927,33207.76856
50,1299.381125,4853.038429,34036.10492,33207.76856
51,1299.381125,4451.320874,32356.47329,33207.76856
52,1299.381125,4068.692228,30791.6353,33207.76856
53,1299.381125,3703.826421,29330.32161,33207.76856
54,1299.381125,3355.517195,27962.6804,33207.76856
55,1299.381125,3022.664896,26680.06263,33207.76856
56,1299.381125,2704.264968,25474.84497,33207.76856
57,1299.381125,2399.39791,24340.28294,33207.76856
58,1299.381125,2107.220473,23270.3885,33207.76856
59,1299.381125,1826.957927,22259.82747,33207.76856
60,1299.381125,1557.897254,21303.83308,33207.76856
61,1299.381125,1299.381125,20398.13285,33207.76856
62,1299.381125,1299.381125,19538.88649,33207.76856
63,1299.381125,1299.381125,18722.63279,33207.76856
64,1299.381125,1299.381125,17946.24425,33207.76856
65,1299.381125,1299.381125,17206.88794,33207.76856
66,1299.381125,1299.381125,16501.9918,33207.76856
67,1299.381125,1299.381125,15829.21538,32144.00243
68,1299.381125,1299.381125,15186.42448,31048.48153
69,1299.381125,1299.381125,14571.669,30011.3898
70,1299.381125,1299.381125,13983.1636,29028.23958
71,1299.381125,1299.381125,13419.27069,28094.98638
72,1299.381125,1299.381125,12878.48555,27207.97596
73,1299.381125,1299.381125,12359.42316,26363.8988
74,1299.381125,1299.381125,11860.80656,25559.75066
75,1299.381125,1299.381125,11381.45655,24792.79849
76,1299.381125,1299.381125,10920.28256,24060.55072
77,1299.381125,1299.381125,10476.27451,23360.73137
78,1299.381125,1299.381125,10048.49548,22691.25742
79,1299.381125,1299.381125,9636.075324,22050.21891
80,1299.381125,1299.381125,9238.204757,21435.86147
81,1299.381125,1299.381125,8854.130186,20846.5709
82,1299.381125,1299.381125,8483.149006,20280.85958
83,1299.381125,1299.381125,8124.605367,19737.35431
84,1299.381125,1299.381125,7777.886364,19214.78566
85,1299.381125,1299.381125,7442.418585,18711.97838
86,1299.381125,1299.381125,7117.664994,18227.84288
87,1299.381125,1299.381125,6803.122094,17761.36763
88,1299.381125,1299.381125,6498.317356,17311.61234
89,1299.381125,1299.381125,6202.806886,16877.70179
90,1299.381125,1299.381125,5916.173287,16458.82038
91,1299.381125,1299.381125,5638.02372,16054.20717
92,1299.381125,1299.381125,5367.988125,15663.15136
93,1299.381125,1299.381125,5105.717601,15284.98828
94,1299.381125,1299.381125,4850.882916,14919.09573
95,1299.381125,1299.381125,4603.173146,14564.89064
96,1299.381125,1299.381125,4362.294418,14221.82609
97,1299.381125,1299.381125,4127.968764,13889.38853
98,1299.381125,1299.381125,3899.933061,13567.09532
99,1299.381125,1299.381125,3677.938052,13254.49242
100,1299.381125,1299.381125,3461.74745,12951.15232
