bvets vehicle performance table 0.01,,,,,,,,,,,,,,,,,,,,,,,,
#,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810.552756,4313.39245
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810.552756,3853.89188,6358.63186,9498.103734
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810.552756,5385.073286,8060.417926,11100.06541,14921.52422
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810.552756,5039.450642,9080.105591,12426.74104,16034.85342,20583.65389
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810.552756,4754.760741,8366.998756,12895.64967,16952.86122,21162.99587,26484.49277
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810.552756,4410.847295,7781.20833,11793.1971,16831.70553,21638.77846,26484.49277,32624.04084
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.4844075,1810.552756,4138.866898,7075.497975,10889.89553,15318.04567,20888.27316,26484.49277,31999.34412,39002.2981
12,0,0,0,0,0,0,0,0,0,0,0,0,0,269.5025472,1810.552756,3793.22346,6518.910826,9804.504795,14080.82232,18941.54448,25065.35257,31490.00414,37707.54992,45619.26457
13,0,0,0,0,0,0,0,0,0,0,0,0,0,1810.552756,3582.749049,5813.528032,8950.684542,12597.86776,17353.98873,22663.69351,29362.94375,36655.31258,43609.11016,52474.94023
