BveTs Vehicle Performance Table 2.00:shift_jis
#
0,41.86788,74.66971,85.60365,92.89294,100
5,41.86788,74.66971,85.60365,92.89294,100
10,41.86788,74.66971,85.60365,92.89294,100
15,39.31403,74.66971,85.60365,92.89294,100
20,31.50756,74.66971,85.60365,92.89294,100
25,27.70097,74.66971,85.60365,92.89294,100
30,25.5465,65.55809,85.60365,92.89294,100
35,24.20257,59.04979,85.60365,92.89294,100
40,23.30468,54.16856,85.60365,92.89294,100
45,22.67334,46.36885,85.60365,92.89294,100
50,22.21152,40.9134,84.29157,92.89294,100
55,21.86288,36.95746,78.44688,92.89294,100
60,21.59281,34.00316,73.57631,92.89294,100
65,21.37909,31.7422,69.45506,87.28579,100
70,21.24237,30.26909,67.27321,84.31729,100
75,21.17565,29.45314,67.27322,84.31731,100
80,21.11649,28.74866,63.18917,84.3173,100
85,21.06364,28.1348,59.67477,84.3173,100
90,21.01609,27.59554,56.62363,84.3173,100
95,20.97308,27.11839,53.95376,79.95183,100
100,20.93396,26.69345,51.60101,76.08453,100
105,20.89821,26.31281,49.51453,72.63771,100
110,20.86539,25.97006,47.65356,69.54874,97.377
115,20.83516,25.65995,45.98507,66.76661,94.34251
120,20.8072,25.37814,44.48201,64.2494,91.54877
125,20.78127,25.12103,43.12208,61.96238,88.96778
130,20.75714,24.8856,41.8867,59.87647,86.57578
135,20.73462,24.66927,40.7603,57.96725,84.35242
140,20.71355,24.46988,39.72976,56.21401,82.28021
145,20.6938,24.28557,38.7839,54.59909,80.344
150,20.67524,24.11472,37.9132,53.10735,78.53062
155,20.65775,23.95596,37.10947,51.72575,76.82858
160,20.64126,23.80808,36.36563,50.44297,75.22775
