BveTs Vehicle Performance Table 2.00:shift_jis
#
0,52.80182,102.0046,118.4055,129.3394,140
5,52.80182,102.0046,118.4055,129.3394,140
10,52.80182,102.0046,118.4055,129.3394,140
15,48.97105,102.0046,118.4055,129.3394,140
20,37.26134,102.0046,118.4055,129.3394,140
25,31.55145,102.0046,118.4055,129.3394,140
30,28.31975,88.33714,118.4055,129.3394,140
35,26.30385,78.57468,118.4055,129.3394,140
40,24.95702,71.25285,118.4055,129.3394,140
45,24.01002,59.55328,118.4055,129.3394,140
50,23.31728,51.3701,116.4374,129.3394,140
55,22.79432,45.43619,107.6703,129.3394,140
60,22.38922,41.00474,100.3645,129.3394,140
65,22.06864,37.61329,94.18259,120.9287,140
70,21.86355,35.40364,90.90981,116.4759,140
75,21.76348,34.17972,90.90982,116.476,140
80,21.67474,33.123,84.78376,116.476,140
85,21.59546,32.20221,79.51215,116.476,140
90,21.52414,31.39331,74.93545,116.476,140
95,21.45962,30.67758,70.93063,109.9277,140
100,21.40094,30.04017,67.4015,104.1268,140
105,21.34731,29.46921,64.2718,98.95657,140
110,21.29809,28.95509,61.48035,94.3231,136.0655
115,21.25274,28.48992,58.97761,90.14992,131.5138
120,21.2108,28.06721,56.72301,86.37411,127.3232
125,21.1719,27.68155,54.68312,82.94357,123.4517
130,21.1357,27.3284,52.83004,79.81471,119.8637
135,21.10192,27.00391,51.14044,76.95088,116.5286
140,21.07033,26.70482,49.59464,74.32101,113.4203
145,21.0407,26.42835,48.17585,71.89863,110.516
150,21.01285,26.17208,46.8698,69.66103,107.7959
155,20.98663,25.93394,45.66421,67.58862,105.2429
160,20.96189,25.71212,44.54845,65.66446,102.8416
