BveTs Vehicle Performance Table 2.00:shift_jis
#
0,41.86788,74.66971,85.60365,92.89294,100
5,41.86788,74.66971,85.60365,92.89294,100
10,41.86788,74.66971,85.60365,92.89294,100
15,39.31403,74.66971,85.60365,92.89294,100
20,31.50756,74.66971,85.60365,92.89294,100
25,27.70097,74.66971,85.60365,92.89294,100
30,25.5465,65.55808,85.60365,92.89294,100
35,24.20257,52.45507,85.60365,92.89294,100
40,23.30468,44.19359,85.60365,92.89294,100
45,22.67334,38.67088,85.60365,92.89294,100
50,22.21152,34.80806,84.29157,92.89294,100
55,21.86288,32.007,78.44688,92.89294,100
60,21.59281,29.91516,73.57631,92.89294,100
65,21.37909,28.31425,63.16335,87.28579,100
70,21.24237,27.27119,56.37522,84.3173,100
75,21.17565,26.69345,52.34954,77.19925,100
80,21.11649,26.19463,48.98807,71.25562,100
85,21.06364,25.75998,46.1493,66.23621,94.7206
90,21.01609,25.37814,43.72794,61.95485,87.03097
95,20.97308,25.04028,41.64423,58.27052,80.48692
100,20.93396,24.7394,39.83683,55.07474,74.87017
105,20.89821,24.46988,38.25788,52.28291,70.01228
110,20.86539,24.22719,36.86959,49.82819,65.78152
115,20.83516,24.00761,35.64177,47.6572,62.07367
120,20.8072,23.80808,34.55004,45.72683,58.80537
125,20.78127,23.62603,33.57454,44.002,55.90933
130,20.75714,23.45932,32.69897,42.45385,53.33066
135,20.73462,23.30615,31.90981,41.05848,51.02431
140,20.71355,23.16497,31.19579,39.79597,48.95296
145,20.6938,23.03446,30.54743,38.64957,47.08551
150,20.67524,22.91349,29.95674,37.60513,45.39585
155,20.65775,22.80108,29.41691,36.65063,43.86196
160,20.64126,22.69637,28.92212,35.77576,42.4651
