BveTs Vehicle Performance Table 2.00:shift_jis
#
0,25125,62812.5,75375,83750,91915.63
5,25125,62812.5,75375,83750,91915.63
10,25125,62812.5,75375,83750,91915.63
15,22190.77,62812.5,75375,83750,91915.63
20,13221.56,62812.5,75375,83750,91915.63
25,8847.988,62812.5,75375,83750,91915.63
30,6372.625,52343.75,75375,83750,91915.63
35,4828.521,37289.1,75375,83750,91915.63
40,3796.895,27797.11,75375,83750,91915.63
45,3071.525,21451.82,75375,83750,91915.63
50,2540.917,17013.65,73867.5,83750,91915.63
55,2140.345,13795.38,67152.27,83750,91915.63
60,1830.056,11391.97,61556.25,83750,91915.63
65,1584.501,9552.613,49592.32,77307.69,91915.63
70,1386.629,8115.512,40599.04,71785.72,89289.46
75,1224.69,6972.633,33698.85,59585.05,83336.83
80,1090.372,6049.697,28309.85,50056.41,78128.28
85,977.6481,5294.317,24035.29,42498.3,68679.91
90,882.064,4668.723,20598.03,36420.67,58189.05
95,800.2656,4145.144,17800.28,31473.79,49744.62
100,729.687,3702.812,15498.17,27403.29,42869.12
105,668.3375,3325.945,13585.3,24021.03,37213.07
110,614.6527,3002.394,11981.75,21185.68,32516.64
115,567.3884,2722.678,10626.65,18789.64,28583.85
120,525.5455,2479.322,9473.079,16749.94,25264.98
125,488.3134,2266.363,8484.446,15001.88,22444.27
130,455.0285,2079.008,7631.914,13494.46,20031.29
135,425.1438,1913.363,6892.54,12187.13,17954.64
140,398.2045,1766.241,6247.91,11047.32,16157.46
145,373.83,1635.016,5683.121,10048.68,14594.1
150,351.7,1517.507,5186.02,9169.725,13227.56
155,331.5428,1411.893,4746.625,8392.805,12027.7
160,313.1271,1316.642,4356.689,7703.334,10969.75
