BveTs Motor Noise Table 1.00:shift_jis
#
0,1,1,,,,,,,,,,,,,,
0.2,1,1,,,,,,,,,,,,,,
0.4,1,1,,,,,,,,,,,,,,
0.6,1,1,,,,,,,,,,,,,,
0.8,1,1,,,,,,,,,,,,,,
1,1,1,,,,,,,,,,,,,,
1.2,1,1,,,,,,,,,,,,,,
1.4,1,1,,,,,,,,,,,,,,
1.6,1,1,,,,,,,,,,,,,,
1.8,1,1,,,,,,,,,,,,,,
2,1,1,,,,,,,,,,,,,,
2.2,1,1,,,,,,,,,,,,,,
2.4,1,1,,,,,,,,,,,,,,
2.6,1,1,,,,,,,,,,,,,,
2.8,1,1,,,,,,,,,,,,,,
3,1,1,,,,,,,,,,,,,,
3.2,1,1,,,,,,,,,,,,,,
3.4,1,1,,,,,,,,,,,,,,
3.6,1,1,,,,,,,,,,,,,,
3.8,1,1,,,,,,,,,,,,,,
4,1,1,,,,,,,,,,,,,,
4.2,1,1,,,,,,,,,,,,,,
4.4,1,1,,,,,,,,,,,,,,
4.6,1,1,,,,,,,,,,,,,,
4.8,,1,1,,,,,,,,,,,,,
5,,1,1,,,,,,,,,,,,,
5.2,,1,1,,,,,,,,,,,,,
5.4,,1,1,,,,,,,,,,,,,
5.6,,1,1,,,,,,,,,,,,,
5.8,,1,1,,,,,,,,,,,,,
6,,1,1,,,,,,,,,,,,,
6.2,,1,1,,,,,,,,,,,,,
6.4,,1,1,,,,,,,,,,,,,
6.6,,1,1,,,,,,,,,,,,,
6.8,,1,1,,,,,,,,,,,,,
7,,1,1,,,,,,,,,,,,,
7.2,,1,1,,,,,,,,,,,,,
7.4,,1,1,,,,,,,,,,,,,
7.6,,1,1,,,,,,,,,,,,,
7.8,,1,1,,,,,,,,,,,,,
8,,1,1,,,,,,,,,,,,,
8.2,,1,1,,,,,,,,,,,,,
8.400001,,1,1,,,,,,,,,,,,,
8.6,,1,1,,,,,,,,,,,,,
8.8,,1,1,,,,,,,,,,,,,
9,,,1,0.82,,,,,,,,,,,,
9.2,,,1,0.84,,,,,,,,,,,,
9.400001,,,1,0.86,,,,,,,,,,,,
9.6,,,1,0.88,,,,,,,,,,,,
9.8,,,1,0.9,,,,,,,,,,,,
10,,,1,0.92,,,,,,,,,,,,
10.2,,,,0.94,0.95,,,,,,,,,,,
10.4,,,,0.97,0.97,,,,,,,,,,,
10.6,,,,0.99,0.99,,,,,,,,,,,
10.8,,,,1.01,1.01,,,,,,,,,,,
11,,,,1.03,1.03,,,,,,,,,,,
11.2,,,,1.05,1.05,,,,,,,,,,,
11.4,,,,1.07,1.07,,,,,,,,,,,
11.6,,,,1.09,1.1,,,,,,,,,,,
11.8,,,,1.12,1.12,,,,,,,,,,,
12,,,,1.14,1.14,,,,,,,,,,,
12.2,,,,1.16,1.16,,,,,,,,,,,
12.4,,,,1.18,1.18,,,,,,,,,,,
12.6,,,,1.2,1.2,,,,,,,,,,,
12.8,,,,1.22,1.22,,,,,,,,,,,
13,,,,1.25,1.25,,,,,,,,,,,
13.2,,,,1.27,1.27,,,,,,,,,,,
13.4,,,,1.29,1.29,,,,,,,,,,,
13.6,,,,1.31,1.31,,,,,,,,,,,
13.8,,,,1.33,1.33,,,,,,,,,,,
14,,,,1.35,1.35,,,,,,,,,,,
14.2,,,,1.37,1.37,,,,,,,,,,,
14.4,,,,1.4,1.4,,,,,,,,,,,
14.6,,,,1.42,1.42,,,,,,,,,,,
14.8,,,,,1.44,1.44,,,,,,,,,,
15,,,,,1.46,1.46,,,,,,,,,,
15.2,,,,,1.48,1.48,,,,,,,,,,
15.4,,,,,1.5,1.5,,,,,,,,,,
15.6,,,,,1.52,1.52,,,,,,,,,,
15.8,,,,,1.55,1.55,,,,,,,,,,
16,,,,,1.57,1.57,,,,,,,,,,
16.2,,,,,1.59,1.59,,,,,,,,,,
16.4,,,,,1.61,1.61,,,,,,,,,,
16.6,,,,,1.63,1.63,,,,,,,,,,
16.8,,,,,1.65,1.65,,,,,,,,,,
17,,,,,1.67,1.68,,,,,,,,,,
17.2,,,,,1.7,1.7,,,,,,,,,,
17.4,,,,,1.72,1.72,,,,,,,,,,
17.6,,,,,1.74,1.74,,,,,,,,,,
17.8,,,,,1.76,1.76,,,,,,,,,,
18,,,,,1.78,1.78,,,,,,,,,,
18.2,,,,,1.8,1.8,,,,,,,,,,
18.4,,,,,1.82,1.83,,,,,,,,,,
18.6,,,,,1.85,1.85,,,,,,,,,,
18.8,,,,,1.87,1.87,,,,,,,,,,
19,,,,,1.89,1.89,,,,,,,,,,
19.2,,,,,1.91,1.91,,,,,,,,,,
19.4,,,,,1.93,1.93,,,,,,,,,,
19.6,,,,,1.95,1.96,,,,,,,,,,
19.8,,,,,1.97,1.98,,,,,,,,,,
20,,,,,2,2,,,,,,,,,,
20.2,,,,,2.02,2.02,,,,,,,,,,
20.4,,,,,2.04,2.04,,,,,,,,,,
