BveTs Motor Noise Table 1.00:shift_jis
#
0,,,,,,,,,,,,,,0.28,,
0.2,,,,,,,,,,,,,,0.29,,
0.4,,,,,,,,,,,,,,0.31,,
0.6,,,,,,,,,,,,,,0.33,,
0.8,,,,,,,,,,,,,,0.34,,
1,,,,,,,,,,,,,,0.36,,
1.2,,,,,,,,,,,,,,0.38,,
1.4,,,,,,,,,,,,,,0.4,,
1.6,,,,,,,,,,,,,,0.41,,
1.8,,,,,,,,,,,,,,0.43,,
2,,,,,,,,,,,,,,0.45,,
2.2,,,,,,,,,,,,,,0.46,,
2.4,,,,,,,,,,,,,,0.48,,
2.6,,,,,,,,,,,,,,0.5,,
2.8,,,,,,,,,,,,,,0.52,,
3,,,,,,,,,,,,,,0.53,,
3.2,,,,,,,,,,,,,,0.55,,
3.4,,,,,,,,,,,,,,0.57,,
3.6,,,,,,,,,,,,,,0.58,,
3.8,,,,,,,,,,,,,,0.6,,
4,,,,,,,,,,,,,,0.62,,
4.2,,,,,,,,,,,,,,0.64,,
4.4,,,,,,,,,,,,,,0.65,,
4.6,,,,,,,,,,,,,,0.67,,
4.8,,,,,,,,,,,,,,0.69,,
5,,,,,,,,,,,,,,0.7,,
5.2,,,,,,,,,,,,,,0.72,,
5.4,,,,,,,,,,,,,,0.74,,
5.6,,,,,,,,,,,,,,0.76,,
5.8,,,,,,,,,,,,,,0.77,,
6,,,,,,,,,,,,,,0.79,,
6.2,,,,,,,,,,,,,,0.81,,
6.4,,,,,,,,,,,,,,0.82,,
6.6,,,,,,,,,,,,,,0.84,,
6.8,,,,,,,,,,,,,,0.86,,
7,,,,,,,,,,,,,,0.88,,
7.2,,,,,,,,,,,,,,0.89,,
7.4,,,,,,,,,,,,,,0.91,,
7.6,,,,,,,,,,,,,,0.93,,
7.8,,,,,,,,,,,,,,0.95,,
8,,,,,,,,,,,,,,0.96,,
8.2,,,,,,,,,,,,,,0.98,,
8.400001,,,,,,,,,,,,,,1,,
8.6,,,,,,,,,,,,,,1.01,,
8.8,,,,,,,,,,,,,,1.03,,
9,,,,,,,,,,,,,,1.05,,
9.2,,,,,,,,,,,,,,1.07,,
9.400001,,,,,,,,,,,,,,1.08,,
9.6,,,,,,,,,,,,,1.1,1.1,,
9.8,,,,,,,,,,,,,1.11,1.12,,
10,,,,,,,,,,,,,1.13,1.13,,
10.2,,,,,,,,,,,,,1.15,1.15,,
10.4,,,,,,,,,,,,,1.16,1.17,,
10.6,,,,,,,,,,,,,1.18,1.19,,
10.8,,,,,,,,,,,,,1.2,1.2,,
11,,,,,,,,,,,,,1.22,1.22,,
11.2,,,,,,,,,,,,,1.23,1.24,,
11.4,,,,,,,,,,,,,1.25,1.25,,
11.6,,,,,,,,,,,,,1.27,1.27,,
11.8,,,,,,,,,,,,,1.28,1.29,,
12,,,,,,,,,,,,,1.3,1.31,,
12.2,,,,,,,,,,,,,1.32,1.32,,
12.4,,,,,,,,,,,,,1.34,1.34,,
12.6,,,,,,,,,,,,,1.35,1.36,,
12.8,,,,,,,,,,,,,1.37,1.37,,
13,,,,,,,,,,,,,1.39,1.39,,
13.2,,,,,,,,,,,,,1.4,1.41,,
13.4,,,,,,,,,,,,,1.42,1.43,,
13.6,,,,,,,,,,,,,1.44,1.44,,
13.8,,,,,,,,,,,,,1.46,1.46,,
14,,,,,,,,,,,,,1.47,1.48,,
14.2,,,,,,,,,,,,,1.49,1.49,,
14.4,,,,,,,,,,,,,1.51,1.51,,
14.6,,,,,,,,,,,,,1.52,1.53,,
14.8,,,,,,,,,,,,1.55,1.54,,,
15,,,,,,,,,,,,1.56,1.56,,,
15.2,,,,,,,,,,,,1.58,1.57,,,
15.4,,,,,,,,,,,,1.6,1.59,,,
15.6,,,,,,,,,,,,1.62,1.61,,,
15.8,,,,,,,,,,,,1.63,1.63,,,
16,,,,,,,,,,,,1.65,1.64,,,
16.2,,,,,,,,,,,,1.67,1.66,,,
16.4,,,,,,,,,,,,1.68,1.68,,,
16.6,,,,,,,,,,,,1.7,1.69,,,
