bvets vehicle performance table 0.01,,,,,,,,,,,,,,,,,,,,,,,,
#,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,27.5862069
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,31.42857143,50,72.4137931
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.45454545,50,68.57142857,90.625,117.2413793
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,22.91666667,50,82.5,105.7142857,131.25,162.0689655
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.064516129,25.92592593,50,79.54545455,115,142.8571429,171.875,206.8965517
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.85714286,29.03225806,50,77.08333333,109.0909091,147.5,180,212.5,251.7241379
10,0,0,0,0,0,0,0,0,0,0,0,0,0,4.651162791,16.66666667,31.42857143,50,74.07407407,104.1666667,138.6363636,180,217.1428571,253.125,296.5517241
11,0,0,0,0,0,0,0,0,0,0,0,0,0,19.76744186,33.33333333,50,70.96774194,98.14814815,131.25,168.1818182,212.5,254.2857143,293.75,341.3793103
12,0,0,0,0,0,0,0,0,0,0,0,0,0,34.88372093,50,68.57142857,91.93548387,122.2222222,158.3333333,197.7272727,245,291.4285714,334.375,386.2068966
13,0,0,0,0,0,0,0,0,0,0,0,0.943396226,11,50,66.66666667,87.14285714,112.9032258,146.2962963,185.4166667,227.2727273,277.5,328.5714286,375,431.0344828
14,0,0,0,0,0,0,0,0,0,0,0,13.20754717,24,65.11627907,83.33333333,105.7142857,133.8709677,170.3703704,212.5,256.8181818,310,365.7142857,415.625,475.862069
