BveTs Vehicle Performance Table 1.00,,,,,,,,,,,
#,1,1.8,3.7,4.5,5,1,1.8,3.7,4.5,5,B
0,9100.71979,16381.29562,33672.66322,40953.23906,45503.59895,1.96,3.528,7.252,8.82,9.8,-7.252
1,9022.967512,16241.34152,33384.97979,40603.3538,45114.83756,1.96,3.528,7.252,8.82,9.8,-150.8342753
2,8934.123028,16081.42145,33056.2552,40203.55363,44670.61514,1.96,3.528,7.252,8.82,9.8,-295.7789115
3,8835.042445,15903.0764,32689.65705,39757.691,44175.21222,1.96,3.528,7.252,8.82,9.8,-435.0053457
4,8726.558956,15707.80612,32288.26814,39269.5153,43632.79478,1.96,3.528,7.252,8.82,9.8,-568.6832747
5,8609.482843,15497.06912,31855.08652,38742.67279,43047.41421,1.96,3.528,7.252,8.82,9.8,-696.9806549
6,8484.601476,15272.28266,31393.02546,38180.70664,42423.00738,1.96,3.528,7.252,8.82,9.8,-820.0637019
7,8352.679313,15034.82276,30904.91346,37587.05691,41763.39657,1.96,3.528,7.252,8.82,9.8,-938.0968913
8,8214.457901,14786.02422,30393.49423,36965.06055,41072.2895,10.12405385,18.22329694,37.45899926,45.55824235,50.62026927,-1051.242958
9,8070.655873,14527.18057,29861.42673,36317.95143,40353.27937,24.63769073,44.34784332,91.15945571,110.8696083,123.1884537,-1159.662896
10,7921.968952,14259.54411,29311.28512,35648.86029,39609.84476,41.81333433,75.26400179,154.709337,188.1600045,209.0666716,-1263.51596
11,7769.069949,13984.32591,28745.55881,34960.81477,38845.34975,61.56637797,110.8194804,227.7955985,277.0487009,307.8318899,-1362.959663
12,7612.608762,13702.69577,28166.65242,34256.73943,38063.04381,83.81221502,150.861987,310.1051956,377.1549676,419.0610751,-1458.149777
13,7453.212378,13415.78228,27576.8858,33539.4557,37266.06189,108.4662388,195.2392298,401.3250835,488.0980745,542.3311939,-1549.240336
14,7291.484872,13124.67277,26978.49402,32811.68192,36457.42436,135.4438426,243.7989167,501.1422177,609.4972918,677.2192132,-1636.383632
15,7128.007405,12830.41333,26373.6274,32076.03332,35640.03703,164.6604199,296.3887558,609.2435536,740.9718895,823.3020994,-1719.730215
16,6963.338231,12534.00882,25764.35145,31335.02204,34816.69115,196.0313639,352.856455,725.3160464,882.1411375,980.1568194,-1799.428897
17,6798.012687,12236.42284,25152.64694,30591.05709,33990.06343,229.472068,413.0497224,849.0466515,1032.624306,1147.36034,-1875.626749
18,6632.5432,11938.57776,24540.40984,29846.4444,33162.716,264.8979255,476.8162659,980.1223243,1192.040665,1324.489627,-1948.4691
19,6467.419287,11641.35472,23929.45136,29103.38679,32337.09643,302.2243298,544.0037936,1118.23002,1360.009484,1511.121649,-2018.099541
20,6303.107549,11345.59359,23321.49793,28363.98397,31515.53775,341.3666741,614.4600135,1263.056694,1536.150034,1706.833371,-2084.65992
21,6140.05168,11052.09302,22718.19122,27630.23256,30700.2584,382.240352,688.0326335,1414.289302,1720.081584,1911.20176,-2148.290346
22,5978.672458,10761.61042,22121.0881,26904.02606,29893.36229,424.7607566,764.5693618,1571.614799,1911.423404,2123.803783,-2209.129187
23,5819.367752,10474.86195,21531.66068,26187.15488,29096.83876,468.8432813,843.9179063,1734.720141,2109.794766,2344.216406,-2267.313071
24,5662.512516,10192.52253,20951.29631,25481.30632,28312.56258,514.4033194,925.925975,1903.292282,2314.814937,2572.016597,-2322.976884
25,5508.458794,9915.22583,20381.29754,24788.06458,27542.29397,561.3562644,1010.441276,2077.018178,2526.10319,2806.781322,-2376.253775
26,5357.53572,9643.564296,19822.88216,24108.91074,26787.6786,609.6175095,1097.311517,2255.584785,2743.278793,3048.087548,-2427.275148
27,5210.049512,9378.089122,19277.1832,23445.22281,26050.24756,659.1024481,1186.384407,2438.679058,2965.961016,3295.51224,-2476.170671
28,5066.28348,9119.310264,18745.24888,22798.27566,25331.4174,709.7264735,1277.507652,2625.987952,3193.769131,3548.632367,-2523.068267
29,4926.498019,8867.696433,18228.04267,22169.24108,24632.49009,761.404979,1370.528962,2817.198422,3426.322405,3807.024895,-2568.094122
30,4790.930613,8623.675103,17726.44327,21559.18776,23954.65306,814.053358,1465.296044,3011.997425,3663.240111,4070.26679,-2611.37268
31,4659.795835,8387.632503,17241.24459,20969.08126,23298.97918,867.5870038,1561.656607,3210.071914,3904.141517,4337.935019,-2653.026645
32,4533.285346,8159.913623,16773.15578,20399.78406,22666.42673,921.9213099,1659.458358,3411.108846,4148.645894,4609.606549,-2693.17698
33,4411.567895,7940.822211,16322.80121,19852.05553,22057.83947,976.9716694,1758.549005,3614.795177,4396.372512,4884.858347,-2731.942909
34,4294.789317,7730.620771,15890.72047,19326.55193,21473.94659,1032.653476,1858.776256,3820.81786,4646.940641,5163.267379,-2769.441913
35,4183.072539,7529.53057,15477.36839,18823.82643,20915.36269,1088.882122,1959.98782,4028.863852,4899.96955,5444.410611,-2805.789735
36,4076.517572,7337.73163,15083.11502,18344.32908,20382.58786,1145.573002,2062.031404,4238.620109,5155.07851,5727.865012,-2841.100376
37,3975.201519,7155.362734,14708.24562,17888.40684,19876.0076,1202.641509,2164.754717,4449.773584,5411.886791,6013.207546,-2875.486096
38,3879.178568,6982.521422,14352.9607,17456.30356,19395.89284,1260.003036,2268.005465,4662.011234,5670.013663,6300.015182,-2909.057417
39,3788.479996,6819.263993,14017.37599,17048.15998,18942.39998,1317.572977,2371.631359,4875.020015,5929.078396,6587.864885,-2941.923119
40,3703.114169,6665.605505,13701.52243,16664.01376,18515.57085,1375.266724,2475.480104,5088.486881,6188.70026,6876.333622,-2974.19024
41,3623.066541,6521.519774,13405.3462,16303.79943,18115.33271,1432.999672,2579.39941,5302.098787,6448.498525,7164.998361,-3005.96408
42,3548.299652,6386.939374,13128.70871,15967.34844,17741.49826,1490.687213,2683.236984,5515.54269,6708.092461,7453.436067,-3037.348198
43,3478.753134,6261.75564,12871.38659,15654.3891,17393.76567,1548.244742,2786.840535,5728.505544,6967.101337,7741.223708,-3068.444411
