BveTs Vehicle Performance Table 2.00:shift_jis
#
0,12762.5,31906.25,38287.5,42541.67,46689.48
5,12762.5,31906.25,38287.5,42541.67,46689.48
10,12762.5,31906.25,38287.5,42541.67,46689.48
15,11272.03,31906.25,38287.5,42541.67,46689.48
20,6716.024,31906.25,38287.5,42541.67,46689.48
25,4494.426,31906.25,38287.5,42541.67,46689.48
30,3237.04,26588.54,38287.5,42541.67,46689.48
35,2452.697,22790.18,38287.5,42541.67,46689.48
40,1928.672,19941.41,38287.5,42541.67,46689.48
45,1560.213,15389.35,38287.5,42541.67,46689.48
50,1290.685,12205.45,37521.75,42541.67,46689.48
55,1087.21,9896.688,34110.68,42541.67,46689.48
60,929.5956,8172.501,31268.13,42541.67,46689.48
65,804.8635,6852.962,28862.88,39269.23,46689.48
70,704.3521,5821.998,26801.25,36464.29,45355.5
75,622.0941,5002.107,25014.5,34033.34,42331.79
80,553.8655,4340,21425.1,31906.25,39686.06
85,496.6063,3798.097,18523.94,30029.41,37351.58
90,448.0534,3349.301,16149.42,28361.11,35276.5
95,406.5031,2973.691,14184.11,25044.75,33419.84
100,370.6519,2656.365,12541.19,22257.74,31748.85
105,339.4889,2386.005,11155.38,19895.08,30237
110,312.2191,2153.892,9976.918,17876.31,27916.26
115,288.2108,1953.226,8967.349,16138.98,25655.32
120,266.9562,1778.644,8096.622,14634.04,23662.41
125,248.0437,1625.87,7340.993,13322.57,21896.47
130,231.1364,1491.463,6681.513,12173.38,20324.08
135,215.9561,1372.63,6102.921,11161.26,18917.73
140,202.272,1267.086,5592.83,10265.65,17654.69
145,189.8908,1172.946,5141.095,9469.665,16515.97
150,178.6496,1088.647,4739.361,8759.335,15485.67
155,168.4105,1012.88,4380.692,8123.032,14550.34
160,159.0561,944.5475,4059.298,7551.011,13698.57
