BveTs Vehicle Performance Table 1.00
#
0,56.92308,140,140,140,140
5,56.92308,140,140,140,140
10,50.70593,140,140,140,140
15,35.10298,140,140,140,140
20,29.12893,119.7943,140,140,140
25,26.17771,87.53255,140,140,140
30,24.49014,69.08467,140,140,140
35,23.42849,57.47909,140,140,140
40,22.71405,49.66901,140,140,140
45,22.20852,44.14272,129.5704,140,140
50,21.83664,40.07755,108.752,140,140
55,21.70994,38.69244,100.6836,140,140
60,21.60191,37.51155,93.95999,132.419,140
65,21.50858,36.49123,88.27077,125.8689,140
70,21.42702,35.59964,83.39429,120.1451,140
75,21.35505,34.81297,79.168,115.0949,140
80,21.29103,34.11304,75.47,110.6016,134.3299
85,21.23364,33.48571,72.20706,106.5743,129.2479
90,21.18187,32.91982,69.30666,102.9414,124.6635
95,21.1349,32.40639,66.71158,99.64537,120.5043
100,21.09208,31.93818,64.376,96.6396,116.7113
105,21.05284,31.50923,62.26286,93.88586,113.2363
110,21.01674,31.11459,60.34182,91.35243,110.0394
115,20.9834,30.75016,58.58783,89.01284,107.0871
120,20.9525,30.41243,56.98,86.84476,104.3512
125,20.92378,30.09847,55.5008,84.82922,101.8078
130,20.89701,29.80574,54.13538,82.95,99.43643
135,20.87197,29.53208,52.87111,81.19317,97.21948
140,20.84851,29.2756,51.69714,79.54664,95.14172
145,20.82647,29.03467,50.60414,77.99991,93.18991
150,20.80572,28.80785,49.584,76.54378,91.35242
155,20.78615,28.59388,48.62968,75.1702,89.6191
160,20.76765,28.39167,47.735,73.87202,87.98095
