BveTs Vehicle Performance Table 1.00
#
0,23478.33,76304.59,76304.59,76304.59,76304.59
5,23478.33,76304.59,76304.59,76304.59,76304.59
10,19525.03,76304.59,76304.59,76304.59,76304.59
15,9603.553,76304.59,76304.59,76304.59,76304.59
20,5804.826,63456.34,76304.59,76304.59,76304.59
25,3928.228,42942.02,76304.59,76304.59,76304.59
30,2855.154,31211.55,76304.59,76304.59,76304.59
35,2180.081,23831.89,76304.59,76304.59,76304.59
40,1725.785,18865.68,76304.59,76304.59,76304.59
45,1404.332,15351.67,69672.68,76304.59,76304.59
50,1167.869,12766.74,56434.87,76304.59,76304.59
55,988.4551,10805.45,46640.39,69367.8,69367.8
60,848.8423,9279.249,39190.88,59570.05,63587.15
65,737.8928,8066.389,33393.41,51783.84,58695.83
70,648.1419,7085.262,28793.3,45485.3,54503.27
75,574.4265,6279.431,25082.16,40312.1,50869.72
80,513.0789,5608.801,22044.87,36006.86,45436.94
85,461.4329,5044.224,19527.64,32382.44,40863.3
90,417.5104,4564.079,17418.17,29300.04,36973.64
95,379.8178,4152.037,15632.93,26654.86,33635.69
100,347.2096,3795.574,14108.72,24366.47,30747.98
105,318.7942,3484.947,12797.02,22372.34,28231.59
110,293.8695,3212.479,11660.1,20623.17,26024.32
115,271.8757,2972.051,10668.22,19079.7,24076.61
120,252.3623,2758.737,9797.721,17710.28,22348.55
125,234.9628,2568.532,9029.579,16489.22,20807.7
130,219.3769,2398.152,8348.354,15395.43,19427.45
135,205.3561,2244.881,7741.408,14411.48,18185.8
140,192.6937,2106.461,7198.325,13522.86,17064.46
145,181.2165,1980.996,6710.448,12717.41,16048.06
150,170.778,1866.886,6270.541,11984.86,15123.66
155,161.2543,1762.776,5872.515,11316.5,14280.26
160,152.5393,1667.507,5511.218,10704.9,13508.48
