BveTs Vehicle Performance Table 1.00
#
0,15652.22,50869.72,50869.72,50869.72,50869.72
5,15652.22,50869.72,50869.72,50869.72,50869.72
10,13016.69,50869.72,50869.72,50869.72,50869.72
15,6402.369,50869.72,50869.72,50869.72,50869.72
20,3869.884,42304.23,50869.72,50869.72,50869.72
25,2618.819,28628.02,50869.72,50869.72,50869.72
30,1903.436,20807.7,50869.72,50869.72,50869.72
35,1453.387,15887.92,50869.72,50869.72,50869.72
40,1150.523,12577.12,50869.72,50869.72,50869.72
45,936.2213,10234.45,46448.45,50869.72,50869.72
50,778.5794,8511.159,37623.25,50869.72,50869.72
55,658.9701,7203.632,31093.59,46245.2,46245.2
60,565.8948,6186.166,26127.25,39713.37,42391.43
65,491.9286,5377.592,22262.28,34522.56,39130.55
70,432.0946,4723.508,19195.53,30323.54,36335.52
75,382.951,4186.287,16721.44,26874.73,33913.15
80,342.0526,3739.2,14696.58,24004.57,30291.29
85,307.6219,3362.816,13018.42,21588.29,27242.2
90,278.3402,3042.719,11612.11,19533.36,24649.09
95,253.2119,2768.025,10421.95,17769.9,22423.79
100,231.473,2530.383,9405.812,16244.32,20498.65
105,212.5294,2323.298,8531.349,14914.89,18821.06
110,195.913,2141.653,7773.398,13748.78,17349.55
115,181.2505,1981.367,7112.145,12719.8,16051.07
120,168.2415,1839.158,6531.813,11806.85,14899.04
125,156.6419,1712.355,6019.719,10992.81,13871.8
130,146.2512,1598.768,5565.569,10263.62,12951.63
135,136.9041,1496.588,5160.939,9607.653,12123.87
140,128.4625,1404.307,4798.883,9015.241,11376.31
145,120.811,1320.664,4473.632,8478.273,10698.71
150,113.852,1244.591,4180.361,7989.906,10082.44
155,107.5028,1175.184,3915.01,7544.334,9520.174
160,101.6929,1111.671,3674.145,7136.602,9005.656
