BveTs Vehicle Performance Table 1.00
#
0,44.61539,100,100,100,100
5,44.61539,100,100,100,100
10,40.47062,100,100,100,100
15,30.06865,100,100,100,100
20,26.08595,86.52952,100,100,100
25,24.11847,65.0217,100,100,100
30,22.99343,52.72311,100,100,100
35,22.28566,44.98606,100,100,100
40,21.80936,39.77934,100,100,100
45,21.47234,36.09515,93.04691,100,100
50,21.22443,33.38503,79.168,100,100
55,21.13996,32.46163,73.78909,100,100
60,21.06794,31.67437,69.30666,94.94602,100
65,21.00572,30.99416,65.51385,90.57925,100
70,20.95134,30.39976,62.26286,86.7634,100
75,20.90337,29.87531,59.44534,83.39661,100
80,20.86068,29.40869,56.98,80.40105,96.21991
85,20.82243,28.99047,54.80471,77.71622,92.83192
90,20.78791,28.61321,52.87111,75.29427,89.77568
95,20.7566,28.27093,51.14105,73.09692,87.00285
100,20.72805,27.95879,49.584,71.09307,84.4742
105,20.70189,27.67282,48.17524,69.25724,82.15756
110,20.67782,27.40973,46.89455,67.56829,80.02628
115,20.6556,27.16677,45.72522,66.00856,78.05807
120,20.635,26.94162,44.65333,64.56317,76.23414
125,20.61585,26.73231,43.6672,63.21948,74.53853
130,20.598,26.53716,42.75692,61.96667,72.95762
135,20.58131,26.35472,41.91407,60.79544,71.47965
140,20.56567,26.18373,41.13142,59.69776,70.09448
145,20.55098,26.02311,40.40276,58.6666,68.79327
150,20.53715,25.8719,39.72267,57.69585,67.56828
155,20.5241,25.72925,39.08645,56.78013,66.41273
160,20.51177,25.59444,38.49,55.91468,65.32063
