BveTs Vehicle Performance Table 1.00,,,,,,,,,,,
#,,,,,,,,,,,
0,68.78049,98.04879,139.0244,180,215.122,47.66550286,66.731704,83.41463,97.07318,107.8049,0.1
5,62.68293,91.54472,130.6233,170.8068,204.9906,47.50344571,66.504824,83.13103,96.68515,107.3713,0.275
10,56.58537,85.04065,122.2222,161.6135,194.8593,47.34138286,66.277936,82.84742,96.29712,106.9377,0.7
15,50.4878,78.53658,113.8211,152.4203,184.728,47.17931429,66.05104,82.5638,95.9091,106.5041,1.375
20,44.39025,72.03252,105.4201,143.227,174.5966,47.01725714,65.82416,82.2802,95.52107,106.0705,2.3
25,39.5122,65.52846,97.01897,134.0338,164.4653,46.8552,65.59728,81.9966,95.13304,105.6369,3.475
30,34.51473,59.02439,88.61789,124.8405,154.334,46.69313714,65.370392,81.71299,94.74502,105.2033,4.9
35,31.30227,53.44948,80.2168,115.6473,144.2026,46.53107429,65.143504,81.42938,94.35699,104.7696,6.575
40,29.10029,49.26829,72.68293,106.454,134.0713,46.36901143,64.916616,81.14577,93.96896,104.336,8.5
45,27.51698,46.01626,66.82927,97.26079,123.94,46.20695429,64.689736,80.86217,93.58094,103.9024,10.675
50,26.33559,43.41463,62.14634,88.06755,113.8086,46.04489143,64.462848,80.57856,93.19291,103.4688,13.1
55,25.42768,37.59176,54.24905,74.41794,95.8553,45.88282857,64.23596,80.29495,92.80489,103.0352,15.775
60,24.71292,33.55014,46.38049,61.91566,78.42789,45.72076571,64.009072,80.01134,92.41685,102.6016,18.7
65,24.13882,30.65755,40.74897,52.96781,65.95512,45.55870857,63.782192,79.72774,92.02883,102.168,21.875
70,23.66984,28.53303,36.61279,46.39587,56.79425,45.39664571,63.555304,79.44413,91.6408,101.7344,25.3
75,23.28112,26.93767,33.50681,41.46082,49.91508,45.23458286,63.328416,79.16052,91.25277,101.3008,28.975
80,22.95485,25.71646,31.12927,37.68317,44.64927,45.07252,63.101528,78.87691,90.86475,100.8672,32.9
85,22.67799,24.76585,29.27854,34.74257,40.55025,44.91046286,62.874648,78.59331,90.47672,100.4336,37.075
90,22.44076,24.01485,27.81644,32.41946,37.31197,43.39140571,60.747968,75.93496,88.68293,100,41.5
95,22.35993,23.60336,27.01531,31.14655,35.53761,41.41489714,57.980856,72.47607,84.43575,95.05299,46.175
100,22.28573,23.25203,26.33132,30.05976,34.02269,37.13810286,51.993344,64.99168,75.24559,84.34856,51.1
105,22.21732,22.94969,25.74269,29.1245,32.719,33.63743429,47.092408,58.86551,67.72323,75.58671,56.275
110,22.154,22.68763,25.23249,28.31385,31.589,30.74452,43.042328,53.80291,61.50684,68.34602,61.7
115,22.09518,22.459,24.78739,27.60662,30.60317,28.33300571,39.666208,49.58276,56.32487,62.31022,67.375
120,22.04037,22.25836,24.39675,26.98594,29.73798,26.30677143,36.82948,46.03685,51.97083,57.23875,73.3
125,21.98915,22.0813,24.05204,26.43825,28.97453,24.59185143,34.428592,43.03574,48.28574,52.94646,79.475
130,21.94115,21.92428,23.74634,25.95252,28.29745,23.13068,32.382952,40.47869,45.14592,49.28928,85.9
135,21.89605,21.78438,23.47397,25.51976,27.69421,21.87800571,30.629208,38.28651,42.45414,46.15396,92.575
140,21.85359,21.6592,23.23026,25.13253,27.15444,20.79793714,29.117112,36.39639,40.13324,43.45064,99.5
145,21.81352,21.54675,23.01133,24.78467,26.66953,19.86172571,27.806416,34.75802,38.12148,41.1074,106.675
150,21.77563,21.44535,22.81392,24.471,26.23231,19.04621143,26.664696,33.33087,36.36906,39.06624,114.1
155,21.73973,21.3536,22.6353,24.1872,25.83671,18.33254286,25.66556,32.08195,34.83551,37.28,121.775
160,21.70567,21.27032,22.47317,23.92959,25.47762,17.70531429,24.78744,30.9843,33.48769,35.7101,129.7
